Gender,IsSenior,Married,Dependents,ClientMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Churn
female,1,no,no,16,yes,fiber optic,no,no,yes,month-to-month,electronic check,84.75,1350.15,yes
male,0,yes,yes,45,yes,dsl,no,no,yes,one year,credit card (automatic),78.75,3600.65,no
female,0,no,no,17,yes,fiber optic,no,no,yes,month-to-month,electronic check,83.55,1329.15,no
female,0,yes,yes,1,yes,dsl,no,no,no,month-to-month,electronic check,45.7,45.7,yes
male,0,no,no,22,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.6,422.5,no
female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,69.95,69.95,yes
male,0,yes,yes,67,yes,dsl,yes,yes,no,two year,mailed check,67.85,4627.65,no
female,0,yes,yes,67,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),105.65,6717.9,no
female,0,yes,no,2,no,dsl,no,no,yes,month-to-month,electronic check,44.6,97.1,yes
male,0,no,no,23,yes,fiber optic,no,no,no,month-to-month,electronic check,74.95,1710.45,yes
female,1,no,no,9,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),75.5,637.4,no
female,0,no,no,5,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,117.95,no
male,0,no,no,54,no,dsl,yes,yes,yes,two year,credit card (automatic),45.2,2460.55,no
female,0,no,no,57,yes,fiber optic,no,no,yes,two year,electronic check,95.25,5464.65,yes
male,0,no,no,24,yes,fiber optic,no,no,yes,month-to-month,mailed check,89.85,2165.05,yes
female,0,yes,yes,49,yes,fiber optic,no,no,yes,one year,mailed check,100.45,4941.8,yes
male,0,no,no,5,yes,dsl,no,no,no,month-to-month,electronic check,47.15,223.15,yes
male,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,80.2,181.1,yes
female,0,no,yes,4,yes,fiber optic,no,yes,no,month-to-month,mailed check,87.1,341.45,yes
male,0,yes,yes,70,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),79.25,5731.85,no
male,0,no,no,5,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),75.9,357.75,yes
male,0,yes,yes,53,yes,dsl,yes,yes,yes,month-to-month,electronic check,85.7,4616.1,no
female,0,yes,no,47,yes,fiber optic,yes,no,yes,month-to-month,electronic check,98.75,4533.7,yes
female,0,no,yes,31,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.1,589.25,no
male,0,yes,yes,13,yes,dsl,no,yes,no,month-to-month,bank transfer (automatic),61.8,750.1,no
female,0,yes,yes,28,yes,dsl,no,no,no,month-to-month,mailed check,49.9,1410.25,no
female,0,no,no,10,yes,fiber optic,no,no,no,month-to-month,electronic check,86.45,830.85,yes
male,0,yes,no,38,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.4,743.5,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,45.3,45.3,yes
male,0,yes,no,67,yes,fiber optic,no,no,yes,one year,electronic check,104.1,7040.85,yes
male,0,yes,no,52,yes,dsl,yes,no,yes,one year,mailed check,75.4,3865.45,no
male,0,yes,yes,62,yes,fiber optic,yes,yes,yes,two year,mailed check,108.15,6825.65,no
female,0,no,no,16,yes,fiber optic,no,no,no,month-to-month,electronic check,86.25,1340.1,no
female,1,yes,no,5,yes,fiber optic,no,no,no,month-to-month,electronic check,81.0,371.65,yes
male,0,no,no,12,yes,fiber optic,no,no,yes,one year,electronic check,95.7,1184.0,no
female,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),116.85,8477.7,no
male,1,no,no,71,yes,fiber optic,no,yes,yes,one year,bank transfer (automatic),105.75,7382.85,no
female,0,yes,no,24,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.15,456.85,no
female,0,no,no,15,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.6,331.6,no
male,0,yes,no,67,yes,fiber optic,yes,no,no,one year,credit card (automatic),90.6,6056.15,yes
male,0,no,yes,2,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),60.95,134.6,no
female,0,yes,yes,5,no,dsl,no,no,no,month-to-month,mailed check,25.05,125.5,no
female,0,yes,no,15,yes,fiber optic,no,no,yes,month-to-month,electronic check,88.15,1390.6,yes
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,20.2,yes
male,0,yes,yes,41,yes,dsl,yes,no,no,one year,bank transfer (automatic),60.3,2511.3,no
female,0,no,yes,43,yes,dsl,yes,no,no,month-to-month,electronic check,63.95,2737.05,no
male,1,yes,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,74.3,74.3,no
female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,mailed check,70.6,70.6,no
female,0,yes,yes,26,yes,fiber optic,no,no,yes,month-to-month,electronic check,90.8,2361.8,yes
male,0,no,no,22,yes,fiber optic,no,no,no,month-to-month,electronic check,79.35,1730.35,yes
male,0,yes,no,71,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),90.55,6404.0,no
male,0,no,no,7,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.45,165.35,no
female,1,no,no,28,yes,dsl,no,yes,no,month-to-month,bank transfer (automatic),64.45,1867.6,no
male,1,no,no,16,yes,fiber optic,no,no,no,month-to-month,electronic check,69.65,1043.3,no
male,0,no,no,7,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.5,128.6,no
female,0,no,no,69,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),110.5,7455.45,no
female,0,no,yes,1,no,dsl,no,no,no,month-to-month,mailed check,24.7,24.7,no
male,0,no,no,3,yes,dsl,yes,no,yes,month-to-month,electronic check,77.4,206.15,no
male,1,no,no,21,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),96.8,2030.3,yes
female,0,yes,no,69,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),85.4,5869.4,no
female,0,yes,no,71,no,dsl,yes,yes,no,two year,bank transfer (automatic),47.6,3377.8,no
female,0,yes,yes,69,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.4,1346.2,no
female,0,no,no,48,yes,fiber optic,no,yes,yes,month-to-month,electronic check,103.85,4946.05,no
male,0,yes,no,47,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),83.35,4065.0,yes
female,0,no,no,2,yes,dsl,no,no,no,month-to-month,electronic check,49.4,106.55,yes
male,0,no,no,45,yes,fiber optic,yes,yes,yes,month-to-month,credit card (automatic),108.45,4964.7,no
male,0,no,no,51,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),81.0,4085.75,no
female,0,yes,no,22,yes,dsl,yes,yes,yes,month-to-month,electronic check,79.2,1742.75,yes
male,0,no,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),86.65,6224.8,no
male,0,yes,yes,37,yes,fiber optic,no,no,yes,month-to-month,electronic check,92.95,3415.25,no
male,0,yes,yes,71,yes,dsl,yes,yes,yes,two year,electronic check,90.35,6325.25,no
male,0,yes,yes,7,yes,dsl,no,no,no,month-to-month,electronic check,48.7,340.25,yes
female,0,no,no,66,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),25.15,1683.6,no
male,0,yes,yes,51,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),76.4,3966.3,no
female,0,yes,yes,30,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.55,608.5,no
female,0,no,no,34,yes,fiber optic,no,no,yes,month-to-month,electronic check,85.35,2896.6,no
male,0,yes,yes,64,yes,no,no internet service,no internet service,no internet service,two year,mailed check,24.8,1514.85,no
male,1,yes,no,65,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),103.15,6792.45,no
male,0,no,no,47,yes,fiber optic,yes,yes,yes,month-to-month,mailed check,100.75,4669.2,no
female,0,no,no,1,yes,fiber optic,yes,no,yes,month-to-month,electronic check,95.6,95.6,yes
female,0,no,no,49,yes,dsl,yes,no,no,month-to-month,credit card (automatic),59.75,2934.3,yes
female,0,yes,yes,67,yes,fiber optic,no,yes,yes,two year,credit card (automatic),94.1,6302.8,no
male,0,no,yes,39,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.35,779.2,no
male,0,no,no,14,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,283.75,no
female,1,no,no,43,yes,fiber optic,yes,yes,yes,month-to-month,credit card (automatic),108.15,4600.7,yes
male,1,no,no,56,yes,fiber optic,no,no,yes,month-to-month,electronic check,101.05,5594.0,no
female,0,no,no,14,yes,dsl,no,yes,no,one year,credit card (automatic),59.1,772.85,no
female,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,71.35,71.35,yes
male,0,yes,yes,16,yes,dsl,yes,no,no,one year,mailed check,55.85,857.8,no
male,0,yes,yes,70,yes,fiber optic,yes,no,yes,month-to-month,electronic check,106.05,7554.05,no
male,1,yes,no,72,yes,dsl,yes,no,yes,two year,credit card (automatic),84.1,5981.65,no
female,0,yes,yes,23,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),75.3,1702.9,no
male,0,no,yes,21,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,24.7,467.15,no
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,20.15,yes
male,0,no,yes,1,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),69.75,69.75,yes
female,1,yes,no,32,yes,fiber optic,no,no,yes,month-to-month,electronic check,93.2,2931.0,yes
male,0,yes,yes,17,yes,fiber optic,no,no,yes,month-to-month,electronic check,80.85,1400.85,yes
female,0,no,no,4,no,dsl,yes,no,no,month-to-month,electronic check,33.65,137.85,yes
female,0,no,no,36,yes,dsl,no,no,no,one year,electronic check,55.8,1941.5,no
female,0,no,no,50,no,dsl,no,yes,no,two year,credit card (automatic),39.7,1932.75,no
female,0,yes,yes,48,no,dsl,no,yes,no,month-to-month,credit card (automatic),29.5,1423.05,no
female,0,no,yes,50,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.15,970.85,no
male,0,yes,no,72,yes,dsl,yes,yes,no,two year,credit card (automatic),79.55,5810.9,no
male,0,no,yes,10,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),24.8,223.9,no
female,0,no,no,18,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.65,391.7,no
male,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,79.95,79.95,yes
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.3,19.3,yes
male,0,no,no,9,yes,fiber optic,no,no,yes,month-to-month,electronic check,94.05,811.65,no
male,0,no,no,2,yes,fiber optic,yes,no,no,month-to-month,mailed check,90.75,174.75,no
female,0,yes,no,40,yes,fiber optic,no,yes,no,month-to-month,credit card (automatic),78.85,3126.85,no
male,0,yes,no,69,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),99.5,6841.45,no
female,0,yes,no,37,yes,fiber optic,yes,yes,no,one year,electronic check,99.2,3754.6,yes
male,0,no,yes,18,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),80.55,1406.65,no
male,1,yes,no,11,yes,fiber optic,no,no,no,month-to-month,electronic check,70.2,834.7,no
female,0,yes,no,8,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),85.2,627.4,yes
female,0,no,no,3,yes,fiber optic,no,no,no,month-to-month,electronic check,75.25,242.0,yes
male,0,yes,yes,55,yes,dsl,yes,no,no,one year,credit card (automatic),59.45,3157.0,no
male,0,yes,no,33,yes,fiber optic,no,no,no,month-to-month,electronic check,93.35,3092.0,no
female,0,no,no,46,yes,dsl,no,no,no,month-to-month,bank transfer (automatic),44.95,2168.9,no
male,0,no,no,34,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),26.1,980.35,no
female,0,no,no,3,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.2,65.95,no
male,0,yes,yes,30,yes,no,no internet service,no internet service,no internet service,two year,mailed check,21.25,711.9,no
female,0,no,no,33,yes,dsl,yes,yes,no,one year,electronic check,59.4,1952.8,no
male,0,yes,yes,45,yes,fiber optic,no,no,no,one year,credit card (automatic),95.0,4368.85,no
male,0,no,no,40,yes,dsl,yes,yes,no,month-to-month,mailed check,61.9,2647.1,no
female,0,no,no,71,yes,fiber optic,yes,yes,yes,two year,electronic check,118.65,8477.6,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,54.35,54.35,yes
female,0,yes,yes,72,no,dsl,yes,yes,yes,two year,bank transfer (automatic),64.45,4528.0,no
female,0,yes,yes,22,yes,fiber optic,no,no,no,month-to-month,electronic check,80.15,1790.65,no
male,0,yes,yes,46,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.2,845.6,no
female,0,yes,yes,55,yes,no,no internet service,no internet service,no internet service,two year,mailed check,21.0,1210.3,no
male,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.45,20.45,no
female,0,no,no,12,yes,dsl,no,yes,yes,one year,mailed check,75.85,854.45,no
male,0,no,no,31,yes,fiber optic,no,no,no,month-to-month,electronic check,80.45,2429.1,no
male,0,yes,no,5,no,dsl,no,no,no,month-to-month,electronic check,24.95,100.4,yes
female,0,yes,yes,67,yes,dsl,yes,no,yes,two year,electronic check,75.5,5229.45,no
male,0,no,no,1,yes,dsl,no,no,no,month-to-month,mailed check,44.45,44.45,no
male,0,yes,no,40,no,dsl,yes,no,no,one year,electronic check,42.35,1716.45,yes
male,0,yes,yes,41,yes,dsl,yes,no,yes,month-to-month,credit card (automatic),74.55,3023.55,no
male,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,75.3,75.3,yes
male,0,no,no,51,yes,fiber optic,yes,no,yes,one year,electronic check,94.8,4837.6,yes
male,0,yes,yes,42,no,dsl,yes,yes,yes,two year,credit card (automatic),48.15,2032.3,no
male,0,yes,yes,23,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.65,436.9,no
female,1,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,70.55,70.55,yes
female,0,no,no,1,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,20.15,no
female,0,no,no,56,yes,fiber optic,yes,no,yes,month-to-month,credit card (automatic),106.6,5893.95,no
male,0,no,yes,15,yes,fiber optic,no,no,yes,month-to-month,electronic check,91.0,1430.05,no
male,0,yes,yes,12,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.4,313.0,no
female,0,yes,yes,54,yes,dsl,yes,yes,no,two year,bank transfer (automatic),69.95,3871.85,no
female,0,no,no,7,yes,dsl,no,no,yes,month-to-month,electronic check,66.85,458.1,no
female,0,yes,yes,33,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),86.15,2745.7,yes
male,0,yes,yes,16,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,20.15,341.35,no
female,0,no,yes,21,yes,dsl,yes,no,no,one year,mailed check,64.85,1336.8,no
male,1,yes,no,30,yes,dsl,no,no,yes,two year,electronic check,74.85,2181.75,no
male,0,no,no,3,yes,dsl,no,yes,no,month-to-month,mailed check,50.5,147.75,no
male,0,no,no,11,yes,fiber optic,no,no,no,month-to-month,electronic check,72.9,818.45,no
female,0,no,no,62,yes,fiber optic,yes,yes,yes,one year,credit card (automatic),115.05,7133.45,no
male,0,no,no,18,yes,no,no internet service,no internet service,no internet service,month-to-month,electronic check,19.0,348.8,no
male,0,no,yes,6,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,128.6,no
female,0,no,no,46,yes,fiber optic,no,no,yes,one year,electronic check,101.1,4674.4,no
male,0,no,no,21,yes,fiber optic,no,no,no,month-to-month,electronic check,84.1,1737.45,no
male,0,no,no,68,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.15,1498.85,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,electronic check,50.1,50.1,no
female,0,yes,no,25,yes,fiber optic,no,no,no,month-to-month,electronic check,74.6,1797.75,no
female,0,no,yes,24,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.75,498.1,no
female,0,yes,no,30,yes,fiber optic,no,no,no,month-to-month,electronic check,85.0,2624.25,yes
female,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,80.55,184.1,yes
male,0,yes,no,51,yes,fiber optic,no,no,yes,one year,bank transfer (automatic),106.8,5498.8,no
female,0,yes,yes,57,yes,dsl,yes,yes,yes,two year,electronic check,84.5,4845.4,no
female,0,no,no,15,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.05,369.1,no
female,0,yes,yes,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),83.7,6096.9,no
female,0,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,75.8,160.75,yes
male,0,yes,no,28,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),96.6,2684.35,no
male,1,yes,no,29,yes,fiber optic,no,no,yes,month-to-month,electronic check,98.5,3004.15,yes
male,0,yes,yes,70,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),101.1,6994.8,no
female,0,no,no,13,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.2,273.25,no
female,1,yes,no,59,yes,fiber optic,yes,yes,no,one year,electronic check,94.05,5483.9,no
male,1,yes,no,13,yes,fiber optic,no,no,yes,month-to-month,electronic check,95.25,1233.65,yes
male,1,yes,no,7,yes,fiber optic,no,no,no,month-to-month,mailed check,74.4,527.9,yes
female,0,yes,no,62,yes,dsl,yes,yes,yes,two year,mailed check,81.0,4985.9,no
female,0,no,no,21,yes,dsl,yes,yes,no,one year,electronic check,60.25,1258.35,no
female,0,no,no,2,yes,dsl,no,no,no,month-to-month,electronic check,60.85,111.4,no
female,0,no,no,1,yes,dsl,no,no,no,month-to-month,credit card (automatic),43.95,43.95,no
male,0,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,86.05,308.1,no
female,0,no,no,19,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.25,383.65,no
female,0,no,no,30,yes,fiber optic,no,yes,yes,month-to-month,electronic check,85.15,2555.9,yes
male,0,yes,yes,67,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.4,1284.2,no
male,1,yes,no,72,yes,fiber optic,yes,no,no,two year,credit card (automatic),102.65,7550.3,no
male,0,yes,no,53,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.9,1110.05,no
female,0,no,no,5,yes,no,no internet service,no internet service,no internet service,one year,electronic check,19.55,99.6,no
male,1,yes,no,71,yes,fiber optic,no,yes,no,two year,credit card (automatic),95.5,6707.15,no
female,0,yes,yes,50,yes,dsl,no,yes,yes,one year,credit card (automatic),84.15,4164.4,no
male,0,yes,yes,56,yes,fiber optic,no,yes,yes,two year,electronic check,103.2,5873.75,no
male,0,no,no,2,yes,dsl,no,yes,no,month-to-month,credit card (automatic),50.2,109.25,no
female,1,no,no,2,yes,fiber optic,no,no,no,month-to-month,electronic check,88.55,179.25,yes
male,0,yes,yes,24,yes,dsl,yes,no,no,month-to-month,electronic check,54.75,1338.15,yes
male,0,yes,yes,46,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.95,862.4,no
male,0,yes,no,71,yes,fiber optic,yes,yes,yes,two year,electronic check,116.25,8564.75,no
female,0,no,no,29,no,dsl,no,yes,no,month-to-month,electronic check,31.2,926.2,no
male,0,yes,yes,69,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.45,1718.2,no
male,0,yes,no,71,yes,dsl,no,yes,yes,two year,credit card (automatic),84.2,5956.85,no
female,1,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,91.3,91.3,yes
male,1,yes,no,56,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),85.65,4824.45,no
male,0,no,yes,56,yes,no,no internet service,no internet service,no internet service,one year,mailed check,21.2,1238.65,no
male,0,no,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,79.5,79.5,yes
female,0,yes,no,28,yes,no,no internet service,no internet service,no internet service,one year,mailed check,25.55,672.2,no
female,0,yes,yes,19,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,382.2,no
male,0,yes,no,66,yes,dsl,no,yes,no,month-to-month,electronic check,63.85,4264.6,no
female,0,yes,yes,17,yes,dsl,no,yes,no,one year,mailed check,61.95,1070.7,no
male,0,yes,yes,52,yes,no,no internet service,no internet service,no internet service,two year,mailed check,25.75,1345.85,no
female,0,no,no,19,yes,dsl,no,no,yes,one year,electronic check,58.2,1045.25,no
female,0,no,no,36,yes,dsl,yes,yes,yes,one year,bank transfer (automatic),85.85,3003.55,no
male,1,yes,no,7,yes,fiber optic,no,no,no,month-to-month,mailed check,70.1,467.55,yes
male,0,yes,yes,72,yes,fiber optic,yes,yes,no,one year,credit card (automatic),104.9,7537.5,no
male,0,yes,yes,67,yes,fiber optic,yes,no,yes,one year,electronic check,111.3,7482.1,yes
male,1,no,no,34,yes,fiber optic,no,no,yes,one year,electronic check,99.85,3343.15,no
male,1,yes,no,57,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),95.25,5427.05,yes
female,0,yes,no,7,yes,fiber optic,no,no,yes,month-to-month,electronic check,86.25,587.1,yes
female,1,yes,no,1,yes,fiber optic,no,no,yes,month-to-month,electronic check,100.8,100.8,yes
male,0,yes,no,8,yes,no,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.55,161.15,no
female,0,no,no,69,yes,fiber optic,no,yes,yes,two year,electronic check,104.0,7028.5,no
female,0,yes,no,50,yes,fiber optic,yes,no,yes,one year,mailed check,104.4,5232.9,no
male,0,no,no,10,yes,no,no internet service,no internet service,no internet service,one year,mailed check,19.5,225.85,no
female,0,yes,yes,12,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),25.25,274.7,no
female,0,no,no,14,yes,fiber optic,no,no,no,month-to-month,electronic check,86.3,1180.95,yes
female,0,yes,no,70,no,dsl,yes,yes,no,two year,bank transfer (automatic),49.85,3370.2,no
female,1,no,no,64,yes,fiber optic,yes,yes,yes,month-to-month,bank transfer (automatic),108.95,7111.3,no
female,0,yes,yes,66,yes,dsl,yes,yes,yes,two year,credit card (automatic),89.9,5958.85,no
female,0,yes,yes,71,yes,dsl,yes,yes,yes,two year,credit card (automatic),82.0,5999.85,no
male,1,no,no,20,yes,fiber optic,no,no,yes,month-to-month,electronic check,89.95,1648.45,no
male,0,yes,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),79.35,5753.25,no
female,0,yes,yes,71,yes,dsl,yes,yes,no,two year,credit card (automatic),64.05,4492.9,no
male,0,yes,yes,38,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),101.15,3956.7,no
female,0,no,no,28,yes,fiber optic,no,no,no,month-to-month,electronic check,89.95,2625.55,yes
male,1,yes,no,17,yes,fiber optic,no,no,no,month-to-month,electronic check,76.45,1233.4,yes
male,0,no,no,33,no,dsl,no,no,yes,one year,electronic check,39.1,1309.0,no
female,0,yes,yes,23,no,dsl,yes,yes,no,two year,mailed check,34.6,813.45,no
male,0,yes,yes,58,yes,no,no internet service,no internet service,no internet service,one year,electronic check,19.55,1108.8,no
female,1,yes,no,70,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),104.45,7349.35,no
male,0,yes,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,70.5,294.2,no
male,0,yes,yes,45,yes,no,no internet service,no internet service,no internet service,two year,mailed check,20.35,929.2,no
male,0,no,no,10,yes,fiber optic,no,no,no,month-to-month,electronic check,70.0,740.0,yes
male,0,yes,yes,36,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.45,754.5,no
male,0,no,no,54,yes,dsl,yes,yes,yes,month-to-month,mailed check,69.9,3883.3,no
male,0,yes,yes,23,yes,dsl,no,yes,no,two year,mailed check,59.7,1414.2,no
female,0,yes,yes,41,yes,dsl,yes,no,yes,one year,credit card (automatic),78.35,3211.2,no
male,1,no,no,5,yes,fiber optic,no,no,no,month-to-month,mailed check,71.45,371.6,no
male,0,yes,yes,27,no,dsl,no,no,no,one year,credit card (automatic),45.85,1246.4,no
female,0,no,no,1,yes,fiber optic,no,yes,yes,month-to-month,electronic check,95.85,95.85,no
female,0,yes,yes,67,no,dsl,yes,yes,no,two year,credit card (automatic),35.7,2545.7,no
female,1,yes,yes,72,yes,dsl,yes,yes,yes,two year,credit card (automatic),89.55,6448.85,no
female,0,yes,yes,56,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),24.95,1468.9,no
male,0,yes,yes,44,yes,no,no internet service,no internet service,no internet service,one year,electronic check,24.85,1013.6,no
female,1,yes,no,66,yes,fiber optic,no,no,yes,month-to-month,electronic check,100.8,6690.75,no
female,0,no,no,34,yes,dsl,yes,yes,no,one year,mailed check,64.4,2088.75,yes
female,0,yes,no,69,yes,fiber optic,no,yes,yes,two year,bank transfer (automatic),105.35,7240.65,no
female,0,yes,yes,1,yes,fiber optic,yes,no,yes,month-to-month,electronic check,102.45,102.45,yes
female,0,no,no,40,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),19.65,830.25,no
male,0,yes,yes,30,yes,dsl,yes,no,no,month-to-month,bank transfer (automatic),54.45,1588.7,no
female,0,no,no,11,yes,dsl,no,yes,yes,month-to-month,mailed check,70.5,829.3,no
female,0,no,no,15,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.1,302.45,no
male,0,no,no,11,yes,dsl,no,no,yes,month-to-month,electronic check,69.35,712.25,no
female,0,yes,yes,64,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.8,1336.65,no
male,1,yes,no,72,yes,dsl,yes,yes,yes,two year,bank transfer (automatic),74.4,5360.75,no
male,1,yes,no,72,yes,fiber optic,yes,yes,no,two year,bank transfer (automatic),93.05,6735.05,no
female,0,no,yes,1,yes,dsl,yes,no,no,month-to-month,mailed check,51.2,51.2,no
female,0,no,yes,15,yes,dsl,yes,yes,no,one year,credit card (automatic),65.6,1010.0,no
female,0,no,no,60,yes,dsl,no,yes,yes,one year,credit card (automatic),80.55,4847.05,no
male,0,no,no,56,yes,dsl,yes,no,no,one year,mailed check,52.7,3019.7,no
female,0,no,no,8,yes,no,no internet service,no internet service,no internet service,two year,mailed check,20.85,161.65,no
female,0,no,no,3,yes,fiber optic,no,yes,no,month-to-month,credit card (automatic),80.1,217.55,yes
female,0,yes,no,49,yes,dsl,no,no,no,month-to-month,credit card (automatic),52.15,2583.75,no
female,0,no,no,2,yes,fiber optic,no,no,yes,month-to-month,electronic check,80.2,146.05,yes
female,0,no,no,6,yes,fiber optic,yes,yes,no,month-to-month,bank transfer (automatic),98.15,567.45,yes
male,0,no,no,70,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),114.95,7711.25,no
male,0,no,no,12,yes,fiber optic,no,yes,yes,month-to-month,mailed check,112.95,1384.75,yes
male,1,yes,no,52,yes,fiber optic,yes,yes,yes,one year,bank transfer (automatic),104.45,5481.25,no
female,0,yes,no,72,yes,fiber optic,yes,yes,yes,two year,credit card (automatic),113.65,8124.2,no
female,0,no,no,40,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.6,827.3,no
female,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,mailed check,70.9,70.9,yes
female,1,no,no,3,yes,fiber optic,no,no,yes,month-to-month,electronic check,86.85,220.95,yes
female,1,no,no,40,yes,fiber optic,no,no,yes,month-to-month,electronic check,91.55,3673.6,no
male,0,no,yes,1,yes,dsl,no,no,no,month-to-month,electronic check,49.85,49.85,no
